      start,   overhead,     sycall,   swapgs_k,      cr3_k,  push_regs, func_entry,  func_exit, ret_checks,   pop_regs,      cr3_u,   swapgs_u,     sysret
          0,        219,        505,        740,        975,       1217,       1467,       1779,       2016,       2251,       2489,       2721,       3013
          0,        220,        504,        736,        972,       1216,       1467,       1778,       2016,       2252,       2491,       2722,       3010
          0,        219,        504,        739,        974,       1217,       1509,       1817,       2056,       2291,       2529,       2761,       3058
          0,        219,        502,        736,        971,       1214,       1465,       1775,       2011,       2246,       2485,       2718,       3006
          0,        219,        506,        739,        974,       1216,       1466,       1778,       2015,       2250,       2487,       2719,       3221
          0,        219,        503,        737,        974,       1216,       1516,       1825,       2064,       2299,       2538,       2771,       3059
          0,        219,        504,        737,        973,       1215,       1509,       1818,       2056,       2291,       2531,       2763,       3061
          0,        219,        503,        738,        974,       1219,       1514,       1822,       2061,       2296,       2535,       2767,       3055
          0,        218,        502,        734,        970,       1212,       1463,       1773,       2011,       2247,       2484,       2715,       3003
          0,        220,        504,        737,        974,       1217,       1469,       1780,       2019,       2255,       2491,       2723,       3015
          0,        220,        504,        737,        974,       1217,       1511,       1822,       2062,       2298,       2534,       2766,       3053
          0,        219,        503,        736,        970,       1213,       1506,       1815,       2054,       2289,       2528,       2760,       3047
