noop,vdso,syscall,ioctl
246,251,424,671
243,286,532,831
226,232,610,604
225,231,428,809
226,232,408,642
226,230,410,613
223,231,615,610
223,230,430,762
224,231,433,649
223,231,432,651
223,231,644,583
223,232,427,800
222,231,408,664
223,231,404,639
224,231,618,636
224,231,442,765
225,231,431,652
224,232,440,646
223,231,645,589
223,233,435,798
224,232,427,667
222,231,401,621
222,232,617,603
223,231,431,758
222,230,437,680
224,232,433,658
222,230,650,558
223,230,434,770
228,233,400,650
222,233,402,660
223,232,613,657
224,230,442,769
222,231,440,661
223,231,431,659
225,232,648,552
223,232,430,767
223,231,412,650
224,233,413,655
223,231,617,646
223,230,430,764
223,231,449,656
222,231,440,641
222,232,644,550
222,231,441,770
224,232,414,651
224,231,401,643
223,231,620,646
224,231,438,760
224,232,430,651
223,231,426,657
222,233,640,558
223,232,441,770
223,233,409,656
224,232,401,652
223,233,615,646
223,231,428,765
224,230,437,651
225,231,433,643
225,231,643,563
224,231,432,778
224,231,409,654
222,231,405,643
223,231,624,645
224,232,438,773
223,232,433,659
223,232,432,645
223,231,644,559
223,231,435,768
223,232,401,661
224,232,406,650
222,231,618,644
224,231,428,756
224,231,437,646
223,231,428,655
222,232,650,557
223,232,428,767
224,232,405,651
222,231,412,646
223,231,621,660
224,232,426,771
224,231,429,649
226,231,432,653
223,232,644,558
223,231,433,776
223,231,403,668
224,232,400,646
223,232,623,654
224,231,429,764
224,231,427,651
223,231,435,664
223,231,708,558
223,232,431,765
224,231,412,648
223,232,404,643
224,232,613,669
223,232,433,764
223,230,430,645
223,231,431,647
223,231,644,553
223,231,430,770
224,233,409,674
223,231,400,643
223,232,619,653
223,233,434,771
223,231,430,655
223,230,457,663
223,230,643,550
224,232,432,765
226,230,414,649
224,232,402,678
222,231,619,653
222,233,432,769
223,231,433,656
223,232,439,640
222,231,644,563
223,232,439,766
223,231,409,670
224,231,406,646
224,231,622,661
224,232,440,773
224,231,429,666
224,232,433,646
223,231,647,563
224,230,434,766
222,231,407,651
223,232,405,664
224,230,620,646
223,232,433,770
224,231,430,654
223,231,432,637
223,231,646,555
223,231,428,768
222,231,427,656
