name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
"fastcall_noop",20947975,33.273,33.2729,ns,,,,,
"ExamplesFixture<fce::IOCTL_NOOP>/fastcall_examples_noop",20028137,34.849,34.8476,ns,,,,,
"ExamplesFixture<fce::IOCTL_STACK>/fastcall_examples_stack",14561254,48.1041,48.1042,ns,,,,,
"ExamplesFixture<fce::IOCTL_PRIV>/fastcall_examples_priv",18473681,38.2972,38.2973,ns,,,,,
"ExamplesFixture<fce::IOCTL_ARRAY>/fastcall_examples_array/0",15735574,44.2243,44.2236,ns,0,,,,
"ExamplesFixture<fce::IOCTL_ARRAY>/fastcall_examples_array/8",15413493,45.3496,45.3492,ns,1.76409e+08,,,,
"ExamplesFixture<fce::IOCTL_ARRAY>/fastcall_examples_array/16",15633931,46.6811,46.6805,ns,3.42755e+08,,,,
"ExamplesFixture<fce::IOCTL_ARRAY>/fastcall_examples_array/24",14999513,46.8076,46.8076,ns,5.12737e+08,,,,
"ExamplesFixture<fce::IOCTL_ARRAY>/fastcall_examples_array/32",15044906,46.5285,46.5285,ns,6.87751e+08,,,,
"ExamplesFixture<fce::IOCTL_ARRAY>/fastcall_examples_array/40",14694451,47.1105,47.1103,ns,8.49071e+08,,,,
"ExamplesFixture<fce::IOCTL_ARRAY>/fastcall_examples_array/48",14934782,47.3294,47.3285,ns,1.01419e+09,,,,
"ExamplesFixture<fce::IOCTL_ARRAY>/fastcall_examples_array/56",14653385,47.8149,47.8149,ns,1.17118e+09,,,,
"ExamplesFixture<fce::IOCTL_ARRAY>/fastcall_examples_array/64",14198375,49.3003,49.3005,ns,1.29816e+09,,,,
"ExamplesFixture<fce::IOCTL_NT>/fastcall_examples_nt",3442713,222.939,222.939,ns,2.87074e+08,,,,
