name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
"fastcall_noop",25914881,27.115,27.1149,ns,,,,,
"ExamplesFixture<fce::IOCTL_NOOP>/fastcall_examples_noop",27578581,25.4966,25.4962,ns,,,,,
"ExamplesFixture<fce::IOCTL_STACK>/fastcall_examples_stack",19265949,37.6394,37.6392,ns,,,,,
"ExamplesFixture<fce::IOCTL_PRIV>/fastcall_examples_priv",25322501,27.6428,27.6427,ns,,,,,
"ExamplesFixture<fce::IOCTL_ARRAY>/fastcall_examples_array/0",20529210,33.9855,33.9856,ns,0,,,,
"ExamplesFixture<fce::IOCTL_ARRAY>/fastcall_examples_array/8",20061783,34.7972,34.7973,ns,2.29903e+08,,,,
"ExamplesFixture<fce::IOCTL_ARRAY>/fastcall_examples_array/16",19131273,36.5886,36.5884,ns,4.37297e+08,,,,
"ExamplesFixture<fce::IOCTL_ARRAY>/fastcall_examples_array/24",19691131,35.5437,35.5436,ns,6.75227e+08,,,,
"ExamplesFixture<fce::IOCTL_ARRAY>/fastcall_examples_array/32",19112999,36.6383,36.6379,ns,8.73413e+08,,,,
"ExamplesFixture<fce::IOCTL_ARRAY>/fastcall_examples_array/40",18554830,37.7228,37.7222,ns,1.06038e+09,,,,
"ExamplesFixture<fce::IOCTL_ARRAY>/fastcall_examples_array/48",18962770,36.8902,36.8899,ns,1.30117e+09,,,,
"ExamplesFixture<fce::IOCTL_ARRAY>/fastcall_examples_array/56",18919112,37.0324,37.0322,ns,1.5122e+09,,,,
"ExamplesFixture<fce::IOCTL_ARRAY>/fastcall_examples_array/64",17854502,39.2248,39.2243,ns,1.63164e+09,,,,
"ExamplesFixture<fce::IOCTL_NT>/fastcall_examples_nt",3619623,224.293,224.293,ns,2.85341e+08,,,,
