noop,registration-minimal,registration-mappings,deregistration-minimal,deregistration-mappings,fork-simple,fork-fastcall,vfork-simple,vfork-fastcall
22,1370,3123,4957,6564,42652,47490,9905,12657
21,1071,2794,5071,6241,46063,47566,9658,9440
21,1073,2815,4952,6377,43081,51863,10103,12225
21,1074,3005,5049,6274,43074,47553,19144,9543
21,1084,2778,5255,6863,42912,47422,10414,9318
21,1128,2817,4955,6462,46458,46615,9626,9378
22,1071,3115,4959,7177,42928,54534,10838,11993
21,1075,2803,5168,6886,43815,48143,13403,9492
21,1358,3178,5139,6963,46292,47425,9594,9808
21,1080,2783,5186,6583,42470,50916,10011,9165
21,1075,2774,4933,6385,43102,49908,10365,13765
21,1067,3150,5303,6729,43178,47097,14764,9128
20,1070,2811,4961,6570,46045,50821,9866,11126
22,1073,2779,5114,6425,42216,46430,10411,9582
20,1062,3139,5062,6711,43060,48321,10170,16316
22,1071,2780,4970,6363,46602,47858,13600,9492
21,1428,3062,5298,6364,43771,50147,11512,9840
20,1068,2742,4938,6251,43507,47720,12619,9540
22,1065,2786,4933,6328,45822,50120,13949,12412
21,1079,3120,5511,6277,46593,50808,15207,9506
21,1066,2855,5418,6344,42963,47843,10428,9671
20,1088,2845,5030,6639,42524,48427,10377,9389
22,1069,3083,5219,6283,46378,52198,10032,12721
21,1071,2858,4972,6373,43712,46837,14060,9634
21,1355,3106,4961,6745,43032,47738,9855,9498
21,1084,2822,5170,6479,43699,47138,10134,9591
22,1147,2865,5242,6374,46006,52630,10348,14886
22,1065,3091,4979,6498,44311,48009,15194,9503
22,1060,2790,5083,6363,42446,48348,10686,14676
21,1078,2898,4990,6320,46355,50820,9850,9583
21,1066,3081,5098,6634,43124,48270,10186,19222
22,1075,2783,4972,6347,44430,47212,16944,10245
21,1373,3134,5076,6574,42724,50577,10263,10904
22,1068,2777,5318,6445,48087,47801,11834,9249
21,1065,2761,5171,6380,43067,47842,13872,13635
21,1060,3157,5446,6500,44729,47274,14919,9365
21,1063,2815,5354,6540,46497,50984,9861,9238
20,1129,2768,5173,6740,44167,48005,9985,9684
22,1067,3182,5065,6261,43481,47442,11007,14919
21,1065,2805,4960,6426,45167,50628,13661,9398
21,1341,3089,5290,6278,46981,47782,10066,11228
21,1064,2846,5362,6745,43406,46563,9798,10705
21,1066,2793,5112,6779,44935,50857,10052,14916
21,1067,3145,5147,6442,48613,47171,14867,9339
20,1087,2780,4976,6279,42602,47031,9576,9392
20,1071,2774,5087,6521,43422,46580,11837,12420
20,1068,3040,5036,6483,43365,49909,9868,15705
20,1071,2846,5033,6592,47861,46487,15089,9740
20,1411,3090,5055,6444,43699,48617,9935,9287
21,1072,2862,5723,6594,44366,51258,13375,9348
21,1072,2786,5468,6521,46719,49340,9939,14947
20,1067,3119,5000,6306,46652,141629,15079,9196
21,1071,2878,5094,6492,43041,153698,10319,9725
22,1141,2840,4952,6498,43187,153328,10241,9531
20,1078,3053,5284,6727,45593,151164,10151,15852
22,1077,2869,5115,6437,45289,154088,15597,9612
20,1333,3048,5032,6479,42118,155823,9698,14487
20,1073,2793,5049,6445,46431,149843,10103,9339
22,1134,2848,5028,6508,42374,148420,12159,14514
21,1072,3099,5281,6766,44785,69492,17105,9410
21,1066,2778,4994,6348,42458,62774,10510,9744
21,1070,2863,5042,6816,48850,59777,9929,12861
20,1060,3082,4968,6397,42472,60526,9776,14207
21,1085,2784,4949,6684,44587,49973,14314,9398
21,1368,3157,5039,6278,47079,52947,9846,10261
21,1075,2793,4997,6587,43132,54124,13312,9308
21,1061,2771,5045,6358,42846,49393,10169,15003
21,1086,3206,5043,6266,45194,50249,14262,9627
20,1066,2771,4921,6561,46523,51115,9988,11278
20,1126,2780,5249,6396,43291,51979,9585,9191
21,1066,3137,5168,6305,45031,48229,10929,13322
21,1069,2794,4995,6673,48362,47299,13645,9276
22,1374,3126,4939,6373,44025,53095,14237,9407
21,1082,2826,5113,6290,44493,47297,12790,9227
20,1064,2823,5157,6385,42871,48604,10120,13689
21,1072,3087,5204,6264,46246,60950,14733,9352
20,1067,2850,5082,6357,43039,48407,9861,9863
21,1076,2794,5084,6363,43711,47576,9738,12849
21,1071,3141,4916,6469,47152,47228,9955,14608
22,1072,2671,5426,6295,43255,50568,15463,9787
20,1418,3094,5077,6306,43869,48172,13402,9492
21,1070,2909,5485,6661,43361,47871,9876,9246
21,1073,2785,5018,6787,45685,50431,10490,17018
20,1068,3071,5110,6962,43144,46924,15290,10738
21,1110,2860,4980,6386,43070,47568,10917,12388
20,1073,2782,5073,6635,47434,51223,10033,9524
22,1079,3043,5063,19462,43506,46255,9890,15123
20,1071,2855,5055,5642,42310,47229,17095,9874
20,1367,3086,4972,5499,41962,46491,10261,9456
21,1071,2783,5365,5474,45622,49671,9845,9367
22,1138,2839,5433,5730,42863,50084,10520,12912
21,1075,3102,5132,5770,42179,47899,13671,9593
21,1073,2773,5097,5416,46734,51321,9754,13270
22,1075,2836,5044,5497,43146,48471,9756,9411
21,1061,3108,5182,5559,42806,47653,10325,15241
22,1069,2759,5268,5509,43412,50652,14285,9359
21,1340,3127,5090,5432,46189,47718,13526,11739
20,1074,2752,4974,6034,44059,47047,10257,9317
22,1071,2814,5085,5750,43456,51410,10206,13087
21,1071,3157,5110,5630,46556,48787,14412,9327
21,1076,2757,5436,5645,43498,48095,17028,9423
20,1126,2770,5337,5445,42624,47891,12069,9753
20,1068,3200,5232,5587,42681,51597,11451,13072
21,1069,2758,5395,5940,46750,47921,14775,9852
21,1321,3130,4924,5559,43194,47658,9623,9375
21,1065,2852,5195,5640,43875,51127,9640,9476
21,1061,2783,5162,5791,46949,47047,10481,15256
22,1066,3048,4913,5464,42308,46748,14121,9599
21,1072,2822,5146,5551,44765,51044,9829,12409
21,1075,2816,5025,5698,44006,46647,9943,9548
21,1068,3077,5058,5436,47086,46542,9641,16438
21,1075,2843,5285,5614,42468,47332,16589,9728
22,1419,3154,5071,5448,44579,50578,9849,14654
21,1114,2871,4938,5500,46770,46648,9528,13127
21,1076,2787,4994,5550,42873,46851,10411,13588
21,1068,3090,5323,5624,42933,49615,18397,9486
21,1111,2876,4950,5681,46465,46437,9645,9893
21,1077,2785,5079,5569,45555,51513,10138,9365
21,1068,3061,5080,5596,43280,51056,9962,14337
21,1074,2848,4948,5395,42007,48041,14555,9341
22,1331,3084,4887,5733,45957,47962,9727,9566
21,1069,2789,4949,5527,42863,47418,9729,9477
21,1131,2859,4936,5660,44232,50566,10368,12484
20,1089,3045,5360,5465,45822,47692,14108,12302
21,1057,2801,4992,5477,42992,48082,9954,11294
22,1069,2837,4987,5594,42899,50761,10232,10634
20,1079,3087,4981,5581,45053,48509,9823,12761
21,1067,2796,4920,5816,46579,47522,19058,9724
20,1349,3203,4990,5355,42690,50726,14383,10292
21,1069,2778,5131,19387,43382,47979,12635,9180
20,1057,2801,5358,6333,48754,47422,10349,12708
22,1075,3189,4994,6265,43673,48016,15305,9602
21,1057,2787,5133,6334,43336,51383,9872,9553
20,1125,2787,4929,6582,42969,46946,10242,9422
21,1061,3134,5244,6488,47928,46507,10948,12532
21,1065,2790,5073,6469,42740,50642,16846,9567
22,1331,3081,4919,6492,43222,46834,10033,9745
20,1060,2902,5019,6433,49397,46698,9615,9577
20,1075,2774,5383,6647,44375,52056,9938,15249
20,1067,3140,5476,6266,43369,47082,15218,12720
21,1066,2864,5131,6357,45504,46659,9645,14449
22,1072,2824,4967,6278,46437,46695,9730,10085
20,1064,3080,4930,6525,45319,49299,15321,13316
22,1071,2841,5399,6839,43140,47405,17979,9497
20,1405,3089,5085,6499,46231,48320,9701,9314
20,1090,2847,5040,6729,44428,51452,10189,9405
20,1061,2797,5196,6539,44733,48598,10002,14806
22,1070,3103,5222,6788,43116,47378,14917,9383
21,1059,2862,5322,6656,46390,50316,9874,9304
21,1073,2775,5091,6394,43022,48332,9962,9482
22,1058,3051,4989,6423,43404,48061,9587,14386
21,1063,2873,4956,6363,45762,50990,15822,9551
21,1351,3088,5114,6604,42200,46897,10352,12482
21,1069,2780,4931,6466,41974,47571,9954,9339
21,1128,2844,4889,6340,45475,47565,10217,16695
21,1070,3082,4939,6779,46349,51164,15115,9651
22,1062,2761,5038,6298,43211,48149,16050,9592
20,1068,2865,5036,6354,42409,47928,12370,10309
20,1063,3049,5081,6500,48139,51139,13174,14906
20,1076,2779,5398,6396,43276,47632,15088,9429
20,1373,3176,4987,6611,42959,46386,9733,10406
20,1066,2830,5027,6638,44171,54511,10172,9313
21,1062,2782,5054,6431,48060,47669,10069,14050
21,1063,3116,5136,6438,116535,46810,13767,9326
22,1094,2840,5201,6527,43411,48548,9953,9213
20,1126,2818,4999,6638,46767,50861,10191,9189
21,1069,3140,5078,6291,43507,46976,11029,15180
20,1069,2794,5443,6484,43165,46932,15381,10829
21,1349,3100,4977,6409,43224,50422,9779,14510
21,1071,2863,5056,6487,47131,46457,10204,9349
21,1059,2810,4945,6322,43118,45958,9985,17808
20,1071,3074,5167,6368,43391,50091,18299,9186
21,1056,2858,4956,6403,46697,47640,9921,9408
21,1067,2795,5030,6392,43520,47892,9727,9477
21,1062,3086,5054,6535,43615,49756,12791,14399
21,1067,2849,5014,6506,43953,50743,13561,9844
21,1400,3121,4976,6319,45923,47717,9740,9367
20,1089,2891,4954,6685,43029,47527,9612,9265
20,1061,2827,4962,6471,43385,52238,10103,13016
21,1070,3056,4990,6292,46952,47334,13918,9338
21,1058,2878,5122,6688,42434,48325,9798,11763
21,1077,2836,4951,6305,42687,51378,10590,9964
21,1066,3058,4974,6292,42180,49574,9901,13412
22,1080,2872,5297,6617,45507,47635,15220,9506
21,1328,3060,5096,6329,42585,47483,17463,9398
22,1062,2776,4912,6380,45098,50183,12446,12938
22,1128,2838,5200,6291,46819,160735,11181,13950
22,1091,3071,5076,6476,43274,47353,15222,9307
21,1060,2674,5034,6641,43286,50697,9561,9589
21,1071,2882,5150,6605,43007,46799,12919,9323
22,1061,3050,5287,6298,46641,46805,10271,15216
21,1075,2777,5060,6523,43387,50324,15140,9230
21,1417,3148,5060,8590,42327,47581,9665,10310
21,1068,2768,5058,6965,47104,47311,9794,9331
21,1101,2777,4945,6496,43119,49025,10440,15458
22,1082,3138,4946,6501,43278,47787,14549,9678
21,1065,2767,5005,6512,42939,46965,10463,13985
20,1124,2784,5157,6748,46339,46817,9677,9194
20,1063,3159,5084,6692,42412,50834,10816,13160
20,1066,2806,4984,6669,45217,47707,18298,9640
22,1362,3041,5043,6711,46399,47861,9776,9840
22,1068,2884,4931,6308,42625,51396,9765,12698
21,1061,2770,4923,6653,42739,47648,10143,12875
21,1061,3068,5002,6312,44767,47247,14170,9242
21,1069,2735,5033,6201,46255,50705,9952,9074
21,1063,2762,4976,6613,43429,47053,13224,10227
20,1064,3043,5308,6556,42620,47558,10400,13190
20,1065,2880,5152,6662,51457,48326,14355,9526
20,1377,3058,5214,6369,43398,51247,10423,11404
20,1055,2815,5092,6912,43422,47611,9680,10782
21,1068,2832,5117,6317,48822,47689,10341,15105
21,1066,3097,5024,6506,50728,50214,14853,9449
20,1064,2768,4989,6463,42633,47518,13659,9371
21,1087,2836,4984,6815,41490,48538,12612,9446
21,1069,3095,4949,6444,45098,51466,9906,15506
20,1065,2884,5610,6501,44175,46523,15353,9468
22,1342,3083,5188,6426,42887,47306,9825,9381
22,1066,2686,5155,6942,43728,46654,10003,12911
21,1133,2873,5507,6379,46391,50307,10068,14531
22,1060,3081,4999,6814,44485,46961,15379,9799
22,1071,2797,5192,6399,42962,46881,13531,10517
20,1065,2844,5245,6384,46290,49727,9643,9507
21,1067,3049,5159,6381,43003,46984,10179,14370
21,1062,2812,5299,6771,45452,46328,14627,9570
20,1353,3168,4962,6857,42669,49722,9721,14103
21,1069,2789,5020,6286,46035,47542,9952,9306
20,1102,2805,4905,6797,42376,48096,11956,13540
21,1065,3147,5024,6645,44720,47195,17018,9456
22,1060,2795,4926,6364,46182,51517,9922,9293
21,1112,2803,5192,6590,43386,47793,10256,9704
21,1072,3134,4919,6490,43556,47854,11327,13859
21,1064,2776,4946,6606,45534,50407,14995,9329
21,1328,3084,5107,6364,47437,48055,9801,12612
22,1069,2866,5333,6646,43003,46515,9408,9694
21,1061,2837,5369,6309,43221,50870,9680,12713
22,1081,3095,5155,6660,49106,48384,15804,9440
21,1063,2898,4956,6576,42728,48147,179558,11620
20,1061,2803,5075,6776,42724,47661,10448,9556
21,1065,3137,5090,6614,43106,50479,9987,13601
21,1076,2860,5024,6414,48104,48169,10928,9422
20,1388,3097,5103,6410,43561,47202,11383,9256
22,1081,2808,5289,6476,44066,50480,13143,9464
21,1085,2873,4946,6408,46095,46572,10783,13400
21,1066,3104,5058,6597,44293,47321,11622,9373
21,1068,2803,5057,6532,44326,50949,10550,9783
21,1071,2850,5257,6630,43282,47096,10904,9283
20,1067,3083,5284,6654,45225,47503,10463,12705
20,1064,2774,5294,6414,44864,49913,10982,9430
22,1373,3138,5056,6360,43246,46763,10531,12979
20,1065,2827,4925,6922,46604,49430,10327,9572
21,1137,2899,4928,6553,43242,46338,11124,14569
21,1067,3073,5063,6298,45720,52064,14059,10554
21,1103,2781,5044,6587,43061,47547,10568,13166
21,1068,2890,5306,6717,47571,48988,10735,9501
21,1068,3072,4959,6575,43049,50754,10578,13504
21,1067,2762,4928,6621,43705,48105,13822,9088
22,1376,3179,5096,6356,45403,47202,11354,10232
21,1061,2831,4945,6836,42961,50959,11079,9503
21,1063,2806,5813,6256,43373,48161,10683,11964
21,1068,3162,5383,6375,43354,47606,10902,9858
21,1069,2765,5347,6331,46386,47565,10976,9404
20,1118,2784,5223,6570,43209,53330,10689,9216
21,1068,3149,5072,6442,43154,47510,12235,14204
20,1079,2806,5077,6488,46554,46941,10479,12754
21,1371,3044,5098,6725,43078,50157,10630,12314
21,1061,2866,5067,6511,43854,48787,11713,9359
21,1061,2791,5336,6416,43657,47294,10864,12167
21,1062,3091,5300,6751,46382,51045,13672,9339
21,1063,2892,5155,6399,42578,47232,11997,9715
21,1066,2756,5216,6622,43206,49031,12797,9527
22,1063,3077,5312,6431,46681,47343,11014,13832
21,1062,2870,5206,6518,43897,50420,11253,9385
21,1453,3100,4936,6463,43723,46993,10726,9647
20,1065,2798,5352,6473,43452,148287,10246,9562
21,1064,2845,5451,6339,46036,50108,11002,12715
21,1095,3147,4979,6857,42838,47371,10569,9953
20,1079,2811,5030,6449,42383,46714,10180,9585
21,1057,2855,5203,6596,47731,50572,10566,9535
20,1060,3063,5019,6517,43256,46359,10225,16766
20,1085,2770,5155,6759,43269,46656,11450,13095
20,1359,3131,5256,6489,43109,47475,10427,14322
20,1080,2792,5168,6513,46425,50737,10632,9347
20,1132,2909,5092,6316,43231,48463,14351,12265
21,1074,3060,5034,6297,43657,47526,12716,10783
20,1064,2804,4997,6589,46298,50957,10912,9504
21,1075,2867,5159,6521,43682,47473,10701,9646
21,1069,3079,5086,6725,43193,47493,11006,12996
21,1070,2766,5278,6489,42716,50849,11257,9587
21,1330,3120,4923,6760,46171,47980,10496,10474
21,1079,2768,5157,6526,44086,46916,11000,9624
22,1063,2777,5074,6517,42938,49882,10963,13690
22,1067,3184,5168,6373,46475,48117,10622,9439
21,1064,2799,5135,6380,42468,47630,10458,11384
21,1118,2813,5002,6766,42930,47977,10766,10861
21,1071,3157,5122,6499,43863,50762,12375,16231
21,1069,2834,5827,6608,45639,46932,10957,9504
21,1344,3062,4964,6492,43380,47631,10452,9367
20,1106,2851,5221,6260,43409,50894,12895,9101
22,1066,2802,5239,6673,46915,47702,15113,14596
21,1070,3085,5299,6545,43547,46307,10738,9480
22,1061,2848,5067,6706,144922,50917,10481,9320
21,1072,2781,5024,6449,43984,47219,10733,9512
21,1073,3092,5368,6330,46187,46442,11193,12295
20,1071,2866,5050,6439,42679,47893,10529,9376
22,1413,3097,4979,6468,44007,51114,10682,9654
21,1060,2791,4957,6793,45451,47573,10369,9411
22,1071,2857,5525,6372,42375,48034,11002,15489
21,1073,3085,5555,6291,42471,50160,10317,9800
21,1066,2675,5022,6375,42097,47897,10805,13626
21,1064,2864,5198,6635,46160,48442,10516,9608
20,1090,3096,5386,6483,42519,50261,13096,17256
21,1067,2777,4915,6373,43938,47343,12747,9448
21,1343,3149,4917,6790,45786,47756,11070,9450
20,1062,2750,4884,6831,44075,47368,14054,9612
21,1141,2685,4973,6584,43142,50548,11204,13492
21,1065,3157,5195,6368,43615,47876,10522,9394
22,1063,2803,4978,6735,47197,47454,10626,9454
20,1069,2760,5047,6618,43411,49775,10644,9414
21,1061,3177,5004,6801,42674,47613,10563,13488
21,1063,2809,5163,6720,46917,47234,10925,9528
22,1372,3143,4986,6431,43445,50004,10612,12309
20,1066,2777,4962,6451,43155,47533,10175,9309
20,1070,2808,5201,6384,42962,46460,11370,13318
20,1065,3153,5067,6323,46621,46688,10610,9567
22,1102,2774,5186,6470,42943,50989,11251,9445
21,1121,2793,4967,6694,43692,46545,12705,13287
21,1069,3170,5013,6320,49989,46651,12152,12080
22,1071,2767,5016,6647,42797,49757,10513,11077
21,1367,3052,4966,6521,43260,47296,10491,9848
21,1062,2856,5021,6753,43493,47146,14287,9765
21,1086,2784,5064,6288,46461,49918,11227,10045
20,1061,3040,4942,6799,43836,46710,10620,10104
20,1072,2868,5147,6479,43091,46509,10134,10010
21,1057,2808,4931,6542,46553,48553,11780,9776
21,1060,3121,5256,6392,44848,50467,11150,10264
22,1068,2871,5105,6554,42309,48048,10681,11829
21,1436,3083,4956,6413,43854,47350,10258,10320
21,1062,2779,4929,6425,46045,51619,10307,10171
22,1057,2847,5060,6266,43799,47781,11209,10537
21,1076,3062,5128,6308,42113,48103,13198,10240
21,1063,2808,5036,6441,46586,51430,11109,10270
21,1067,2869,5032,6574,43564,48257,10649,13425
22,1079,3074,5165,6368,44579,48305,10596,10455
21,1071,2802,5044,6467,43656,49563,10884,10629
21,1359,3126,5021,6351,45945,47540,13880,10251
21,1068,2768,5420,6284,43519,52168,9990,10725
21,1134,2758,5117,6403,44414,47717,10862,10705
21,1068,3104,5062,6431,46358,50878,10758,9765
21,1064,2804,5433,6533,42624,47532,10452,9891
21,1066,2768,5051,6400,43562,48195,10920,10326
21,1069,3189,5065,6361,45127,49865,10716,10563
21,1068,2772,4987,6741,46433,46757,10991,9740
21,1367,2969,5478,6306,42941,47166,12034,11156
21,1077,2748,5210,6424,43658,51280,13101,10232
21,1068,2788,5079,6691,48550,46803,11018,10098
20,1067,3050,5104,6431,43519,46401,10801,10244
21,1066,2846,5012,6817,42903,46536,10127,10114
22,1125,2761,5248,6422,42782,52435,10350,13583
22,1068,3168,5248,6534,47866,46681,12525,10191
21,1070,2811,5088,6705,43880,47462,10022,10027
21,1380,3068,5040,6629,43767,49761,13667,10003
21,1070,2914,5117,6819,47585,52101,10514,12256
21,1066,2798,5076,6315,45171,75813,10642,10134
22,1074,3085,5355,6486,42891,81304,10555,9697
21,1065,2874,5453,6400,42776,76683,10622,10192
20,1071,2771,5465,6561,45913,79052,10283,13279
21,1069,2981,5304,6293,44596,76598,10365,10106
21,1071,2873,4970,6665,42417,110204,14144,9603
20,1423,3089,5165,6705,46610,92864,10894,9846
21,1079,2833,4995,6721,42381,158077,10511,13130
20,1069,2903,4925,6438,44242,172853,11055,9683
20,1065,3089,5112,6563,43898,161649,10410,9750
22,1059,2761,5008,6292,46068,150493,10429,12987
21,1090,2829,4971,6418,43453,63114,11373,12461
22,1070,3089,5045,6361,45582,49572,11795,10236
21,1074,2816,5316,6474,45677,50687,14448,9646
21,1353,3132,4951,6547,43142,56261,11042,9940
21,1068,2787,5064,6694,42999,51291,10033,13586
22,1128,2817,4911,6441,45306,48332,11313,9957
21,1067,3150,5089,6501,46041,48157,11095,10247
21,1060,2768,5079,6564,43308,51844,10920,10003
20,1063,2767,5173,6680,43042,49991,13026,11765
21,1070,3218,5126,6661,48217,48415,11436,10432
20,1066,2753,5091,6634,42509,51499,10548,9943
21,1375,3057,5054,6503,42713,48459,10076,10622
21,1070,2837,5097,6469,44029,47995,10992,12216
21,1093,2814,4981,6319,47888,50668,11373,9709
21,1066,3099,4965,6651,43054,47422,10485,9989
22,1058,2850,5157,6358,43025,47884,11023,13320
22,1123,2831,5131,6673,46318,47582,10797,12590
21,1066,3131,5064,6565,44606,50921,15394,10092
21,1062,2834,5035,6358,42752,47280,10884,10115
21,1346,3047,5074,6293,43953,46404,10902,9779
21,1066,2864,5077,6477,46648,50065,10472,12379
20,1063,2774,5020,6365,43367,47050,12750,10279
20,1070,3083,4934,7023,42782,45954,12004,9666
20,1067,2865,5425,6412,49321,50611,10815,9754
20,1062,2792,5066,6352,43720,47017,11229,11788
22,1061,3085,5055,6400,41791,47145,10583,10065
21,1071,2906,5374,6506,45414,48852,10018,10037
21,1432,3059,5043,6340,46368,51237,10598,9809
20,1062,2766,5171,6349,43564,47772,10544,13067
22,1078,2889,4893,6414,42935,49030,11013,9740
21,1068,3106,5424,6511,46684,51610,10633,9739
21,1059,2812,5187,6782,42710,48954,10281,13657
21,1076,2837,5048,6523,43495,48639,10636,12252
21,1064,3042,5283,6446,46710,51462,14290,10557
21,1072,2795,5037,6412,43311,47427,10613,9538
20,1362,3172,5049,6407,43073,48518,13694,10161
21,1072,2809,4973,6308,43922,48090,13630,11977
21,1119,2745,5225,6711,46187,51011,10361,9982
22,1065,3089,5217,6696,43035,48176,10126,9670
21,1062,2778,5038,6780,42781,47450,15785,9974
22,1075,2820,4950,6407,45414,50230,9764,13865
20,1062,3126,5321,6374,45715,47267,10122,10642
21,1072,2774,5277,6409,42951,47966,10177,9823
20,1356,3058,5176,6729,42881,49636,13756,10599
22,1110,2823,5066,6396,46495,46704,10331,12050
21,1068,2782,5523,6374,43865,47693,12012,10240
20,1061,3053,5192,6409,43091,46935,9743,14290
22,1066,2858,4970,6621,46544,50828,14888,9682
20,1120,2802,4948,6498,42913,47138,10369,13344
21,1068,2973,5146,6403,42479,46456,15593,10372
22,1066,2847,4906,6323,42886,50260,13529,9654
21,1334,3054,5026,6574,45671,46920,15042,10186
21,1078,2781,5150,6807,43141,46670,10314,13301
22,1069,2829,5118,6361,42973,51427,10061,9657
20,1066,3095,5131,6661,47015,48103,10373,9896
21,1073,2858,5038,7090,43293,47850,13517,11026
20,1068,2791,4942,6379,43802,47463,9687,12885
21,1060,3038,4951,7205,42536,51700,1225423,10173
21,1066,2821,5228,6629,45195,46952,12140,9928
21,1411,3090,5092,6557,42570,48943,9925,9885
21,1075,2793,5035,6313,45642,50580,10350,13773
22,1074,2916,5045,6661,45433,47470,11219,9825
21,1064,3115,5134,6330,42657,49394,10144,13031
20,1064,2757,4922,6616,43141,50967,10372,9763
20,1075,2877,4959,6354,107869,47781,10093,13071
21,1077,3027,5236,6329,46562,47713,10701,10068
21,1073,2772,5012,6587,43174,51010,10768,9782
21,1362,3106,5482,6741,42765,47560,10550,9873
21,1070,2805,5439,6447,46509,47731,10693,12090
20,1131,2802,4914,6752,43589,47071,10930,9768
22,1064,3129,5246,6450,43418,50730,14421,9951
20,1068,2800,4992,6449,42738,47677,10368,9726
20,1063,2762,5116,6258,45590,46684,10559,11863
21,1072,3092,4969,6776,43060,50349,10596,10160
20,1076,2779,4946,6633,43300,47246,10997,9694
21,1373,3072,4999,6706,46446,47655,10830,10889
21,1067,2865,4979,6481,43819,49838,10820,12358
20,1064,2769,5031,7066,43275,47063,11618,13328
20,1064,3037,5086,6352,43828,47350,10916,9704
21,1069,2858,5074,6513,46173,47956,10618,9864
21,1125,2755,5176,6309,43249,51915,10820,12018
22,1061,3064,4995,6416,42844,47721,11769,10079
22,1072,2735,4887,6297,46909,47927,10960,9760
20,1379,3062,5085,6481,43044,50914,10794,9574
22,1071,2766,5149,6387,43552,47470,10759,13621
22,1074,2822,5022,6775,43453,47126,14064,10171
21,1072,3128,5290,6508,46666,51482,10926,9488
21,1067,2788,4960,6343,42855,48698,10642,10061
21,1066,2833,4980,6250,42628,47710,10696,14106
21,1062,3043,5181,6473,45873,47773,10230,9996
21,1070,2851,5259,6437,42699,50842,10576,10206
22,1430,3071,5150,6447,44516,46829,10818,10114
21,1074,2814,5019,6620,43166,47946,10652,12106
21,1069,2930,5290,6580,46933,50409,11673,13211
21,1063,3072,4999,6455,44078,46724,10839,9763
21,1070,2812,4903,6647,42442,48168,11042,9916
21,1064,2890,5010,6316,46661,51731,10946,12260
21,1091,3147,5024,6434,43568,46462,10636,10140
20,1067,2787,5140,6696,43005,47214,10077,9946
21,1343,3169,5377,6287,43737,47245,10654,9776
21,1069,2776,5264,6718,47000,49048,10746,12078
21,1125,2799,5279,6446,43093,46871,15065,9877
22,1076,3166,5207,6671,43370,46571,10898,9674
21,1058,2782,5401,6363,46811,49889,11053,9961
20,1067,2814,5208,6507,43344,47521,10695,11678
20,1067,3195,5009,6463,43118,50291,10907,10620
22,1074,2796,5181,6468,42801,49868,10776,9798
21,1378,3054,5065,6313,46561,48191,10466,10654
20,1075,2857,5124,6717,43297,47916,10711,16352
20,1065,2811,5337,6648,43098,52739,11105,9850
21,1078,3091,5317,6619,47958,47631,10500,9725
21,1068,2860,4960,6661,43033,48317,11134,9845
21,1123,2800,4904,6809,43200,47334,11536,12197
21,1071,3105,5127,6432,42946,51404,11364,9872
21,1075,2896,7109,6515,48041,47645,10697,9960
20,1349,3097,4985,6424,42542,47994,10350,10203
21,1073,2815,5173,6714,42893,51862,11437,12142
21,1067,2885,5205,6562,46417,47670,14478,9918
22,1069,3057,5003,6500,45883,47428,10485,10464
21,1070,2745,4998,6606,41812,51184,10551,9861
21,1066,2755,5091,6454,44058,47547,11413,12943
21,1063,3042,4895,6682,46461,45943,10407,10126
21,1068,2786,4911,6333,44277,47068,11472,13030
22,1407,3112,4981,6437,43966,49934,10777,9960
22,1096,2830,4957,6686,46306,46788,10512,16448
20,1062,2892,4963,6684,42824,47814,14438,9901
21,1066,3123,4916,6605,45230,50214,10660,9633
20,1057,2669,4930,6366,42654,49630,10711,9793
20,1077,2907,4982,6692,46284,48237,10785,11986
22,1068,3074,5084,6368,42807,49559,11227,10533
20,1071,2771,4980,6557,44861,46602,10769,11350
21,1382,3175,4884,6454,45602,46462,11017,9857
21,1070,2802,5068,6326,43419,47281,14296,12336
20,1128,2822,5118,6477,43166,50844,11595,10106
20,1070,3140,4887,6401,45275,47850,10473,10051
21,1066,2811,5028,6686,46639,49349,10995,9760
20,1067,2788,4999,6320,42830,49881,10505,12501
22,1067,3154,5286,6528,42926,47939,10725,10022
21,1065,2814,5020,6534,48645,48038,10617,9768
21,1323,3038,5048,6306,42811,52307,10867,13846
21,1065,2824,5022,6262,43110,47844,10762,12190
20,1063,2772,5117,6345,43394,47737,10975,9637
21,1066,3086,4977,6696,50604,46730,10750,9428
21,1060,2902,4986,6296,43485,53134,11228,9669
21,1133,2761,5297,6367,42818,47884,11067,12493
21,1065,3048,5027,6710,46737,47040,11945,10058
21,1075,2855,4965,6796,44742,51405,10925,9556
20,1342,3103,5147,6401,42711,48838,10954,12260
22,1068,2778,5039,6478,43350,47178,14076,12348
21,1081,2848,4961,6278,46402,171928,10805,9541
20,1068,3118,5584,6400,44795,47803,11476,13392
21,1069,2814,4897,6617,42064,48142,11094,9847
20,1065,2883,5065,6474,45795,47742,10761,11619
20,1070,3079,5327,6362,43039,50528,10612,10022
20,1072,2778,4917,6428,44663,47343,10263,10344
20,1413,3142,5279,6734,43831,47406,11142,13051
21,1076,2768,5389,6417,48740,50688,10803,11829
21,1066,2755,5346,6646,42963,47597,10976,9821
21,1066,3140,5270,6489,42661,48609,11031,9896
21,1071,2770,5248,6367,46786,50385,11022,10023
22,1073,2891,5174,7045,42776,48224,10697,12911
21,1081,3086,5072,6392,43362,47723,10578,11501
