noop,vdso,syscall,ioctl
38,39,246,451
38,39,242,443
38,39,244,452
38,41,241,449
38,39,245,450
38,39,244,452
38,39,240,449
38,39,243,452
40,39,245,454
38,39,241,563
38,39,245,456
38,38,248,453
38,43,244,454
38,39,239,447
38,38,246,460
38,41,243,453
38,39,244,453
41,39,245,443
38,39,246,446
38,39,243,445
40,44,241,443
40,39,244,456
38,39,246,448
38,39,246,446
38,38,243,463
38,38,247,458
37,41,247,458
38,39,245,446
38,39,246,460
38,39,246,449
38,44,244,462
41,38,240,446
38,43,247,453
38,39,245,452
37,41,243,446
37,41,239,458
38,39,245,448
41,38,246,452
38,38,243,452
38,38,243,458
38,39,244,456
38,38,241,452
38,38,242,454
38,41,245,457
38,41,247,453
37,41,240,445
38,41,244,446
38,39,246,448
37,39,244,447
38,38,245,18446744073709486527
38,39,239,447
38,39,240,451
38,39,247,456
42,39,242,444
38,43,244,449
38,39,243,452
38,39,247,456
38,39,244,449
38,39,246,439
38,39,246,454
38,39,245,452
38,38,243,457
41,39,244,451
38,39,247,456
38,39,243,454
38,42,241,451
38,44,247,451
38,38,245,457
38,39,245,449
38,39,247,449
38,38,241,453
38,39,246,448
38,43,237,450
38,38,244,453
38,41,242,451
38,39,244,439
38,39,245,448
38,39,243,443
38,39,245,445
38,39,239,443
38,39,245,455
38,38,244,439
38,41,248,445
38,39,247,445
38,39,245,455
38,39,243,444
38,39,245,453
38,39,244,443
41,39,244,443
41,39,243,445
38,39,246,457
38,38,244,449
38,38,246,451
38,38,246,458
38,39,249,458
40,39,246,449
38,42,246,448
38,38,239,452
38,39,242,457
38,39,245,453
38,41,244,447
38,38,240,454
38,39,240,455
38,39,236,454
38,39,246,450
38,39,243,453
38,39,244,448
38,41,242,447
38,39,246,451
38,39,245,449
38,44,245,454
37,39,238,453
38,41,244,443
38,39,244,457
38,39,247,456
38,41,246,457
38,39,243,449
38,41,244,448
38,39,244,451
37,39,246,456
38,39,240,457
38,39,245,450
38,40,245,452
38,38,246,451
38,38,245,450
38,39,246,453
38,39,241,448
38,39,237,450
38,39,246,453
38,39,244,447
38,39,246,451
38,39,241,443
38,41,243,455
38,39,245,447
38,39,246,451
38,39,239,449
38,39,247,453
38,44,244,446
38,39,242,440
40,39,247,450
38,39,245,461
38,39,240,456
37,43,241,449
37,39,239,449
40,38,243,449
38,43,239,460
38,39,244,451
